"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","DNK","Denmark","2013","2013",15.2,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","DNK","Denmark","2017","2017",17.1,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","DNK","Denmark","2006","2006",16,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","DNK","Denmark","2010","2010",15.6,"B","Break"
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","DNK","Denmark","2013","2013",12.8,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","DNK","Denmark","2017","2017",14.2,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2005","2005",761,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2006","2006",787,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2007","2007",952,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2008","2008",1257,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2009","2009",567,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2010","2010",812,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2011","2011",1221,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2012","2012",544,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2013","2013",1286,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2014","2014",824,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2015","2015",918,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2016","2016",663,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2017","2017",829,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2018","2018",734,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FIN","Finland","2019","2019",575,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FIN","Finland","2005","2005",14.7,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FIN","Finland","2006","2006",14.1,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FIN","Finland","2007","2007",14.9,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FIN","Finland","2008","2008",14.7,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FIN","Finland","2009","2009",13.9,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FIN","Finland","2010","2010",14.3,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FIN","Finland","2011","2011",14,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FIN","Finland","2012","2012",14.3,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FIN","Finland","2013","2013",13.3,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FIN","Finland","2014","2014",14.1,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2005","2005",18.2,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2006","2006",18.9,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2007","2007",16.6,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2008","2008",17.6,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2009","2009",16,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2010","2010",15.7,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2011","2011",14.8,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2012","2012",14,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2013","2013",13.2,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2014","2014",14,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2015","2015",14.5,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2016","2016",15,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2017","2017",12,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2018","2018",13,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2019","2019",10,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FIN","Finland","2020","2020",11,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2005","2005",26,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2006","2006",24.4,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2007","2007",25.8,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2008","2008",24,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2009","2009",21.9,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2010","2010",23.2,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2011","2011",21.9,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2012","2012",20.9,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2013","2013",19.1,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2014","2014",17.2,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2015","2015",18.7,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2016","2016",16,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2017","2017",15,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2018","2018",15,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2019","2019",16,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FIN","Finland","2020","2020",14,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2005","2005",21.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2006","2006",21.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2007","2007",20.6,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2008","2008",20.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2009","2009",18.6,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2010","2010",19,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2011","2011",17.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2012","2012",17,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2013","2013",15.8,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2014","2014",15.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2015","2015",17.4,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2016","2016",15,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2017","2017",13,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2018","2018",14,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2019","2019",13,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FIN","Finland","2020","2020",12,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2005","2005",19.9,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2006","2006",19.2,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2007","2007",19.4,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2008","2008",15.5,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2009","2009",14,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2010","2010",17.7,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2011","2011",13.2,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2012","2012",14.9,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2013","2013",10.2,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2014","2014",13.1,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2015","2015",15.8,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2016","2016",14,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FIN","Finland","2019","2019",7,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2005","2005",20.4,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2006","2006",20.6,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2007","2007",24.2,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2008","2008",17.6,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2009","2009",14.5,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2010","2010",17.5,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2011","2011",11.5,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2012","2012",20.5,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2013","2013",12.1,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2014","2014",11.3,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2015","2015",16,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2016","2016",11,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FIN","Finland","2019","2019",5,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2005","2005",19.5,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2006","2006",18,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2007","2007",15.9,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2008","2008",14.1,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2009","2009",13.5,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2010","2010",17.9,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2011","2011",14.3,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2012","2012",10.9,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2013","2013",8.8,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2014","2014",14.2,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2015","2015",15.6,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2016","2016",16,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FIN","Finland","2019","2019",9,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2005","2005",1297.1,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2006","2006",1306.5,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2007","2007",1277.8,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2008","2008",1245.8,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2009","2009",1265.1,"E","Estimated value"
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2010","2010",1261.3,"E","Estimated value"
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2011","2011",1246.7,"E","Estimated value"
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2012","2012",1198.8,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2013","2013",1120.1,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2014","2014",1028,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2016","2016",1022,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2017","2017",994,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2018","2018",905,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2019","2019",841,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","FRA","France","2020","2020",833,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FRA","France","2006","2006",13.8,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FRA","France","2008","2008",13,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FRA","France","2010","2010",14.8,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FRA","France","2012","2012",13.6,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FRA","France","2014","2014",13.5,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FRA","France","2017","2017",13.3,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FRA","France","2018","2018",13,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","FRA","France","2019","2019",12.5,"D","Difference in methodology"
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FRA","France","2005","2005",23.2,"B","Break"
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FRA","France","2010","2010",26.6,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FRA","France","2014","2014",24.4,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FRA","France","2015","2015",25.8,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FRA","France","2016","2016",26,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FRA","France","2017","2017",24.2,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FRA","France","2018","2018",22.9,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","FRA","France","2019","2019",20.7,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FRA","France","2005","2005",32,"B","Break"
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FRA","France","2010","2010",33.1,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FRA","France","2014","2014",32.9,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FRA","France","2015","2015",33.1,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FRA","France","2016","2016",33,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FRA","France","2017","2017",29.8,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FRA","France","2018","2018",28.2,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","FRA","France","2019","2019",27.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2005","2005",27.5,"B","Break"
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2010","2010",29.7,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2014","2014",28.5,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2015","2015",29.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2016","2016",29.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2017","2017",26.9,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2018","2018",25.4,,
"TOBATBCT","Tobacco consumption","PDLSTOTX","% of population aged 15+ who are daily smokers","FRA","France","2019","2019",24,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FRA","France","2005","2005",39.1,"B","Break"
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FRA","France","2008","2008",30,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FRA","France","2010","2010",33.4,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FRA","France","2012","2012",27.9,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FRA","France","2014","2014",37.2,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FRA","France","2016","2016",36.7,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FRA","France","2017","2017",32,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FRA","France","2018","2018",31,,
"TOBATBCT","Tobacco consumption","YNGPPTPC","% of population aged 15-24 years old who are daily smokers","FRA","France","2019","2019",31.8,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FRA","France","2005","2005",42.8,"B","Break"
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FRA","France","2008","2008",33.4,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FRA","France","2010","2010",40.7,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FRA","France","2012","2012",31.4,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FRA","France","2014","2014",42.6,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FRA","France","2016","2016",44.2,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FRA","France","2017","2017",35.3,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FRA","France","2018","2018",33.2,,
"TOBATBCT","Tobacco consumption","YNGPPHPH","% of males aged 15-24 years old who are daily smokers","FRA","France","2019","2019",36.5,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FRA","France","2005","2005",35.5,"B","Break"
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FRA","France","2008","2008",26.7,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FRA","France","2010","2010",26.2,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FRA","France","2012","2012",24.3,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FRA","France","2014","2014",31.8,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FRA","France","2016","2016",29.2,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FRA","France","2017","2017",28.8,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FRA","France","2018","2018",28.8,,
"TOBATBCT","Tobacco consumption","YNGPPFPF","% of females aged 15-24 years old who are daily smokers","FRA","France","2019","2019",27,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2005","2005",1978,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2006","2006",1836,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2007","2007",1841,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2008","2008",1745,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2009","2009",1715,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2010","2010",1694,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2011","2011",1785,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2012","2012",1692,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2013","2013",1634,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2014","2014",1625,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2015","2015",1613,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2016","2016",1524,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2017","2017",1523,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2018","2018",1507,,
"TOBATBCT","Tobacco consumption","GRPPERQT","Grams per capita (15+)","DEU","Germany","2019","2019",1503,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","DEU","Germany","2009","2009",14.7,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","DEU","Germany","2012","2012",15.3,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","DEU","Germany","2014","2014",15.3,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","DEU","Germany","2017","2017",15.2,,
"TOBATBCT","Tobacco consumption","NBPFUMNB","Cigarettes per smoker per day","DEU","Germany","2020","2020",15.4,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","DEU","Germany","2005","2005",18.8,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","DEU","Germany","2009","2009",17.6,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","DEU","Germany","2013","2013",17.1,,
"TOBATBCT","Tobacco consumption","PDLSFMTF","% of females aged 15+ who are daily smokers","DEU","Germany","2017","2017",15.3,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","DEU","Germany","2005","2005",27.9,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","DEU","Germany","2009","2009",26.4,,
"TOBATBCT","Tobacco consumption","PDLSHOTH","% of males aged 15+ who are daily smokers","DEU","Germany","2013","2013",25.1,,
